RESULTS:
864, 1063
864, 1173
864, 1174
864, 1341
864, 1342
865, 1065
865, 1175
865, 1344
866, 1176
867, 1066
869, 1177
871, 1178
872, 1179
872, 1346
872, 1347
872, 1348
873, 1180
874, 1349
876, 1068
876, 1181
877, 1070
877, 1182
877, 1350
878, 1351
880, 1352
881, 1071
881, 1465
884, 1353
885, 1354
885, 1355
889, 1186
891, 1187
891, 1357
891, 1358
893, 1072
893, 1466
894, 1073
894, 1360
895, 1074
895, 1188
895, 1311
895, 1495
896, 1361
900, 1189
901, 1363
902, 1364
903, 1190
903, 1366
903, 1496
904, 1191
904, 1497
905, 1192
905, 1367
906, 1076
907, 1193
907, 1369
907, 1498
908, 1370
910, 1371
911, 1194
911, 1499
912, 1195
912, 1372
914, 1079
914, 1196
914, 1374
914, 1375
914, 1468
915, 1197
915, 1500
916, 1198
916, 1501
917, 1199
917, 1200
919, 1201
920, 1080
920, 1203
920, 1313
920, 1376
920, 1537
921, 1377
922, 1205
922, 1378
923, 1207
923, 1504
924, 1209
924, 1380
924, 1381
926, 1081
926, 1382
926, 1383
928, 1083
928, 1212
928, 1213
928, 1385
928, 1469
929, 1084
929, 1085
929, 1314
929, 1386
929, 1538
930, 1215
931, 1086
931, 1216
931, 1507
932, 1087
932, 1387
932, 1470
933, 1388
935, 1088
936, 1089
936, 1218
936, 1391
937, 1219
938, 1220
938, 1221
938, 1222
938, 1393
938, 1509
944, 1224
945, 1225
947, 1226
948, 1092
948, 1227
948, 1511
949, 1394
950, 1395
951, 1094
951, 1095
951, 1229
951, 1472
952, 1231
952, 1398
954, 1233
955, 1400
956, 1401
958, 1097
958, 1235
958, 1317
959, 1236
959, 1402
960, 1403
961, 1098
961, 1237
961, 1514
962, 1405
963, 1406
965, 1038
966, 1240
966, 1407
967, 1099
967, 1241
967, 1408
968, 1243
968, 1409
969, 1100
969, 1318
969, 1410
969, 1473
969, 1541
970, 1021
970, 1103
970, 1104
970, 1246
970, 1319
970, 1475
971, 997
971, 1051
971, 1247
971, 1515
972, 1032
972, 1047
972, 1105
972, 1411
973, 995
973, 1107
973, 1248
973, 1320
973, 1542
974, 1108
974, 1109
974, 1412
975, 1110
975, 1322
977, 994
977, 1031
977, 1250
977, 1413
978, 1112
978, 1113
978, 1251
978, 1323
978, 1516
980, 992
980, 1019
980, 1252
980, 1253
981, 1414
981, 1415
982, 1254
983, 1255
983, 1517
984, 1115
984, 1324
984, 1416
985, 1002
985, 1030
986, 1257
987, 1116
987, 1417
989, 1015
989, 1146
989, 1418
989, 1419
990, 1420
993, 1118
993, 1260
993, 1261
993, 1519
996, 1059
996, 1264
996, 1265
996, 1426
996, 1520
996, 1521
998, 1123
999, 1124
999, 1327
999, 1479
1000, 1266
1000, 1522
1003, 1268
1003, 1427
1005, 1429
1007, 1272
1007, 1524
1008, 1127
1010, 1037
1010, 1129
1011, 1131
1011, 1329
1012, 1132
1014, 1061
1017, 1431
1018, 1136
1018, 1276
1018, 1277
1018, 1526
1018, 1527
1020, 1137
1020, 1279
1020, 1331
1020, 1528
1022, 1280
1023, 1139
1023, 1278
1024, 1140
1024, 1141
1024, 1142
1024, 1281
1024, 1335
1024, 1482
1025, 1052
1025, 1144
1027, 1145
1027, 1434
1029, 1282
1029, 1435
1029, 1529
1033, 1149
1033, 1283
1034, 1436
1035, 1150
1035, 1285
1035, 1484
1036, 1286
1036, 1287
1039, 1290
1041, 1441
1042, 1291
1042, 1442
1042, 1443
1043, 1045
1044, 1295
1044, 1296
1044, 1444
1044, 1533
1046, 1154
1046, 1156
1046, 1298
1048, 1301
1048, 1302
1048, 1448
1049, 1161
1049, 1449
1049, 1450
1049, 1489
1050, 1162
1050, 1163
1050, 1338
1050, 1491
1053, 1166
1053, 1339
1053, 1453
1054, 1304
1055, 1168
1055, 1454
1055, 1455
1057, 1456
1058, 1457
1058, 1458
1060, 1171
1060, 1307
1060, 1460
1060, 1492
1062, 1172
1062, 1309
1062, 1310
1062, 1462
1067, 1463
1069, 1464
1090, 1471
1093, 1315
1093, 1539
1096, 1316
1101, 1474
1120, 1121
1120, 1262
1120, 1263
1125, 1480
1126, 1267
1133, 1134
1133, 1135
1133, 1330
1133, 1481
1138, 1332
1143, 1336
1143, 1483
1151, 1152
1151, 1438
1151, 1439
1151, 1485
1153, 1289
1153, 1440
1153, 1486
1155, 1487
1158, 1300
1165, 1452
1223, 1510
1230, 1513
1271, 1523
1274, 1525
1288, 1531
1293, 1532
1297, 1445
1312, 1536
1321, 1543
1326, 1545
1337, 1546
1421, 1422

